parent,name,displayName,description,synonyms,relatedTerms,references,tags,reviewers,owner,status
,AggregateVLUptakeOutcome,AggregateVLUptakeOutcome,"An aggregate table that contains Viral load cascade of counts of TXCurr, counts of Eligible for VL, counts of VL Done and counts of Virally Surpressed",,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,EligibleVL12Mnths,EligibleVL12Mnths,Total number of clients who are eligible for VL. Eligible clients are those who have been on ART for 3 months or more,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,HasValidVL,HasValidVL,The status if a client has a valid viral load that is within 12 months,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,StartARTYear,StartARTYear,The year that the client started ART,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,TXCurr,TXCurr,Total number of clients who are currently on ART,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,TotalValidVLResultCategory,TotalValidVLResultCategory,"Total number of clients with a valid vl categorised into UNSUPPRESSED, High Risk LLV, Low Risk LLV, LDL",,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt12Months,VLAt12Months,Total number of clients who had a documented viral load at 12 months from their Start ART date,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt12Months_Sup,VLAt12Months_Sup,Total number of clients who had a documented suppresed viral load at 12 months from their Start ART date. Suppression is defined by having a valid VL of less than 200 copies per ML or undetectable,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt18Months,VLAt18Months,Total number of clients who had a documented viral load at 18 months from their Start ART date,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt18Months_Sup,VLAt18Months_Sup,Total number of clients who had a documented suppresed viral load at 18 months from their Start ART date. Suppression is defined by having a valid VL of less than 200 copies per ML or undetectable,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt24Months,VLAt24Months,Total number of clients who had a documented viral load at 24 months from their Start ART date,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt24Months_Sup,VLAt24Months_Sup,Total number of clients who had a documented suppresed viral load at 24 months from their Start ART date. Suppression is defined by having a valid VL of less than 200 copies per ML or undetectable,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt6Months,VLAt6Months,Total number of clients who had a documented viral load at 6 months from their Start ART date,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VLAt6Months_Sup,VLAt6Months_Sup,Total number of clients who had a documented suppresed viral load at 6 months from their Start ART date. Suppression is defined by having a valid VL of less than 200 copies per ML or undetectable,,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,ValidVLResultCategory,ValidVLResultCategory,"The different categories of a valid VL which can be UNSUPPRESSED, High Risk LLV, Low Risk LLV, LDL",,,,,,,Approved
text2sql.AggregateVLUptakeOutcome,VirallySuppressed,VirallySuppressed,Total number of clients who have a valid VL and are surpressed. Suppression is defined by having a valid VL of less than 200 copies per ML or undetectable,,,,,,,Approved
,CT_PatientAppointments,CT_PatientAppointments,A dataset from the Ushauri platform that contains information on Patients appointments,,,,,,,Approved
text2sql.CT_PatientAppointments,AgeAtAppointment,AgeAtAppointment,The age of the client as at the time he was given an appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,AppointmentDate,AppointmentDate,The date when the patient was asked to return to the clinic,,,,,,,Approved
text2sql.CT_PatientAppointments,AppointmentID,AppointmentID,Auto generated identifier for each appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,AppointmentStatus,AppointmentStatus,The status of the last given appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,AppointmentType,AppointmentType,"The type of the appointment given; clinical, adherence",,,,,,,Approved
text2sql.CT_PatientAppointments,ConsentForSMS,ConsentForSMS,Has the patient consented for SMS?,,,,,,,Approved
text2sql.CT_PatientAppointments,DOB,DOB,Date of birth of the Patient DDMMYYYY,,,,,,,Approved
text2sql.CT_PatientAppointments,DateAttended,DateAttended,The date when the patient attended the clinic,,,,,,,Approved
text2sql.CT_PatientAppointments,DateReturnedToCare,DateReturnedToCare,The date when the client returned to care after interuption to treatment,,,,,,,Approved
text2sql.CT_PatientAppointments,DaysDefaulted,DaysDefaulted,The number of days the client has defaulted on treatment,,,,,,,Approved
text2sql.CT_PatientAppointments,EntryPoint,EntryPoint,Patient Entry Point,,,,,,,Approved
text2sql.CT_PatientAppointments,FacilityID,FacilityID,The facility code as entered in KHMFL,,,,,,,Approved
text2sql.CT_PatientAppointments,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.CT_PatientAppointments,FourWeekSMSDeliveryFailureReason,FourWeekSMSDeliveryFailureReason,The date of the message after 4 weeks of sending messages,,,,,,,Approved
text2sql.CT_PatientAppointments,FourWeekSMSDeliveryStatus,FourWeekSMSDeliveryStatus,The SMS delivery status after the client was sent SMS for four weeks,,,,,,,Approved
text2sql.CT_PatientAppointments,FourWeekSMSSendDate,FourWeekSMSSendDate,The date of the message after 4 weeks of sending messages,,,,,,,Approved
text2sql.CT_PatientAppointments,FourWeekSMSSent,FourWeekSMSSent,The status of the message after 4 weeks of sending messages,,,,,,,Approved
text2sql.CT_PatientAppointments,Gender,Gender,The sex of the patient,,,,,,,Approved
text2sql.CT_PatientAppointments,MaritalStatus,MaritalStatus,Marital Status of the patient,,,,,,,Approved
text2sql.CT_PatientAppointments,MissedAppointmentSMSDeliveryFailureReason,MissedAppointmentSMSDeliveryFailureReason,The reason why the SMS failed to deliver after being sent after patient missed an appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,MissedAppointmentSMSDeliveryStatus,MissedAppointmentSMSDeliveryStatus,The SMS delivery status after the client was sent SMS after missing an appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,MissedAppointmentSMSSendDate,MissedAppointmentSMSSendDate,The date of the message after patient was sent after missing an appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,MissedAppointmentSMSSent,MissedAppointmentSMSSent,The status of the message after missing an appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,OneDaySMSDeliveryFailureReason,OneDaySMSDeliveryFailureReason,The reason why the 1 day before the appointment SMS failed to be delivered,,,,,,,Approved
text2sql.CT_PatientAppointments,OneDaySMSDeliveryStatus,OneDaySMSDeliveryStatus,The SMS delivery status of the 1 day before the appointment SMS reminder,,,,,,,Approved
text2sql.CT_PatientAppointments,OneDaySMSSendDate,OneDaySMSSendDate,The date of the message 1 day before appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,OneDaySMSSent,OneDaySMSSent,The SMS sending status of the 1 day before the appointment SMS reminder ie Sent or Not Sent,,,,,,,Approved
text2sql.CT_PatientAppointments,OneWeekSMSDeliveryFailureReason,OneWeekSMSDeliveryFailureReason,The reason why the 1 weeks before the appointment SMS failed to be delivered,,,,,,,Approved
text2sql.CT_PatientAppointments,OneWeekSMSDeliveryStatus,OneWeekSMSDeliveryStatus,The SMS delivery status of the 1 weeks before the appointment SMS reminder,,,,,,,Approved
text2sql.CT_PatientAppointments,OneWeekSMSSendDate,OneWeekSMSSendDate,The date of the message sent 4 weeks before appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,OneWeekSMSSent,OneWeekSMSSent,The SMS sending status of the 1 week before the appointment SMS reminder ie Sent or Not Sent,,,,,,,Approved
text2sql.CT_PatientAppointments,PartnerName,PartnerName,The service delivery partner,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientIDHash,PatientIDHash,De-identified Patient CCC Number,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientPKHash,PatientPKHash,De-identified EMR Internal System generated Unique Patient Identifier,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientResidentCounty,PatientResidentCounty,Patient's Resident County,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientResidentLocation,PatientResidentLocation,Patient's Resident Location,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientResidentSubCounty,PatientResidentSubCounty,Patient's Resident Sub County,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientResidentSubLocation,PatientResidentSubLocation,Patient's Resident Sub location,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientResidentVillage,PatientResidentVillage,Village from where the patient hails from,,,,,,,Approved
text2sql.CT_PatientAppointments,PatientResidentWard,PatientResidentWard,Ward from where the patient hails from,,,,,,,Approved
text2sql.CT_PatientAppointments,RegistrationAtCCC,RegistrationAtCCC,Date Patient was enrolled into HIV Care. DDMMYYYY,,,,,,,Approved
text2sql.CT_PatientAppointments,RegistrationAtPMTCT,RegistrationAtPMTCT,Date Registered at PMTCT Clinic DDMMYYYY,,,,,,,Approved
text2sql.CT_PatientAppointments,RegistrationAtTBClinic,RegistrationAtTBClinic,Date Registered at the TB Clinic DDMMYYYY,,,,,,,Approved
text2sql.CT_PatientAppointments,RegistrationDate,RegistrationDate,Date Patient was registered in the EMR at the Facility DDMMYYYY,,,,,,,Approved
text2sql.CT_PatientAppointments,SMSLanguage,SMSLanguage,The preffered language to be sent SMS,,,,,,,Approved
text2sql.CT_PatientAppointments,SMSPreferredSendTime,SMSPreferredSendTime,The time suitable for the client to be sent SMS,,,,,,,Approved
text2sql.CT_PatientAppointments,SMSTargetGroup,SMSTargetGroup,"The specific reason the SMS was sent for ; appointment, adherence",,,,,,,Approved
text2sql.CT_PatientAppointments,SiteCode,SiteCode,The facility MFL code as entered in KHMFL,,,,,,,Approved
text2sql.CT_PatientAppointments,StatusAtCCC,StatusAtCCC,Active/Inactive at CCC,,,,,,,Approved
text2sql.CT_PatientAppointments,StatusAtPMTCT,StatusAtPMTCT,Active/Inactive at PMTCT,,,,,,,Approved
text2sql.CT_PatientAppointments,StatusAtTBClinic,StatusAtTBClinic,Active/Inactive at TB,,,,,,,Approved
text2sql.CT_PatientAppointments,ThreeWeekSMSDeliveryFailureReason,ThreeWeekSMSDeliveryFailureReason,The reason why the SMS failed to deliver after 3 weeks of sending,,,,,,,Approved
text2sql.CT_PatientAppointments,ThreeWeekSMSDeliveryStatus,ThreeWeekSMSDeliveryStatus,The SMS delivery status after the client was sent SMS for 3 weeks,,,,,,,Approved
text2sql.CT_PatientAppointments,ThreeWeekSMSSendDate,ThreeWeekSMSSendDate,The date of the message after 3 weeks of sending messages,,,,,,,Approved
text2sql.CT_PatientAppointments,ThreeWeekSMSSent,ThreeWeekSMSSent,The status of the message after 3 weeks of sending messages,,,,,,,Approved
text2sql.CT_PatientAppointments,TracingCalls,TracingCalls,Number of home callls,,,,,,,Approved
text2sql.CT_PatientAppointments,TracingHomeVisits,TracingHomeVisits,Number of Home visits,,,,,,,Approved
text2sql.CT_PatientAppointments,TracingOutcome,TracingOutcome,The outcome after tracing the patient,,,,,,,Approved
text2sql.CT_PatientAppointments,TracingOutcomeDate,TracingOutcomeDate,The date when the client was traced after interuptions to treatment,,,,,,,Approved
text2sql.CT_PatientAppointments,TracingSMS,TracingSMS,No of SMS sent to the client,,,,,,,Approved
text2sql.CT_PatientAppointments,TwoWeekSMSDeliveryFailureReason,TwoWeekSMSDeliveryFailureReason,The reason why the 2 weeks before the appointment SMS failed to be delivered,,,,,,,Approved
text2sql.CT_PatientAppointments,TwoWeekSMSDeliveryStatus,TwoWeekSMSDeliveryStatus,The SMS delivery status of the 2 weeks before the appointment SMS reminder,,,,,,,Approved
text2sql.CT_PatientAppointments,TwoWeekSMSSendDate,TwoWeekSMSSendDate,The date of the message before 2weeks before appointment,,,,,,,Approved
text2sql.CT_PatientAppointments,TwoWeekSMSSent,TwoWeekSMSSent,The SMS sending status of the 2 weeks before the appointment SMS reminder ie Sent or Not Sent,,,,,,,Approved
text2sql.CT_PatientAppointments,VisitType,VisitType,The visit type of this visit. Was the visit scheduled or Unscheduled,,,,,,,Approved
,LineListAdverseEvents,LineListAdverseEvents,A client level linelist containing adeverse events inforamtion for clients who are currrent on treatment,,,,,,,Approved
text2sql.LineListAdverseEvents,AdverseEvent,AdverseEvent,Description of Adverse event,,,,,,,Approved
text2sql.LineListAdverseEvents,AdverseEventActionTaken,AdverseEventActionTaken,Intervention by provider in response to the adverse event,,,,,,,Approved
text2sql.LineListAdverseEvents,AdverseEventCause,AdverseEventCause,Drug causing the adverse event,,,,,,,Approved
text2sql.LineListAdverseEvents,AdverseEventRegimen,AdverseEventRegimen,Regimen Patient is on during the event,,,,,,,Approved
text2sql.LineListAdverseEvents,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.LineListAdverseEvents,County,County,The County where the facility is located,,,,,,,Approved
text2sql.LineListAdverseEvents,DATIMAgeGroup,DATIMAgeGroup,A 4-year age band using the DATIM system disaggregations,,,,,,,Approved
text2sql.LineListAdverseEvents,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.LineListAdverseEvents,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.LineListAdverseEvents,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.LineListAdverseEvents,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.LineListAdverseEvents,NUPI,NUPI,Hashed value of the client's allocated NUPI number,,,,,,,Approved
text2sql.LineListAdverseEvents,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.LineListAdverseEvents,PatientIDHash,PatientIDHash,Hashed value of the Patient CCC number,,,,,,,Approved
text2sql.LineListAdverseEvents,PatientPKHash,PatientPKHash,Hashed valued of unique client ID in specific facility,,,,,,,Approved
text2sql.LineListAdverseEvents,Severity,Severity,This provides the options for severety,,,,,,,Approved
text2sql.LineListAdverseEvents,Subcounty,Subcounty,The Sub County where the facility is located,,,,,,,Approved
,LineListCovid,LineListCovid,A client level linelist containing covid data for clients who are current on treatment and whose age was > 12 as of their last visit,,,,,,,Approved
text2sql.LineListCovid,AdmissionEndDateKey,AdmissionEndDateKey,Date when admission to hospital ended,,,,,,,Approved
text2sql.LineListCovid,AdmissionStartDateKey,AdmissionStartDateKey,Date when admission to hospital started,,,,,,,Approved
text2sql.LineListCovid,AdmissionStatus,AdmissionStatus,Status of client whether they got admitted to the hospital,,,,,,,Approved
text2sql.LineListCovid,AdmissionStatusSinceLastVisit,AdmissionStatusSinceLastVisit,Status of client whether they got admitted to the hospital from last visit,,,,,,,Approved
text2sql.LineListCovid,AdmissionUnit,AdmissionUnit,"Category of where the client was admitted e.g Isloation, ICU etc",,,,,,,Approved
text2sql.LineListCovid,AdmissionUnitSinceLastVisit,AdmissionUnitSinceLastVisit,"If admitted, In which unit was client admitted from last unit",,,,,,,Approved
text2sql.LineListCovid,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.LineListCovid,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.LineListCovid,BoosterDose,BoosterDose,Name of booster dose administered,,,,,,,Approved
text2sql.LineListCovid,BoosterDoseDateKey,BoosterDoseDateKey,Date of booster dose,,,,,,,Approved
text2sql.LineListCovid,BoosterGiven,BoosterGiven,Boolean on whther the client recieved a booster,,,,,,,Approved
text2sql.LineListCovid,COVID19PositiveSinceLasVisit,COVID19PositiveSinceLasVisit,Boolean on whether client was positive from last visit,,,,,,,Approved
text2sql.LineListCovid,COVID19TestDateKey,COVID19TestDateKey,Date Tested for Covid,,,,,,,Approved
text2sql.LineListCovid,COVID19TestDateSinceLastVisit,COVID19TestDateSinceLastVisit,Test Date of last visit,,,,,,,Approved
text2sql.LineListCovid,CauseOfDeath,CauseOfDeath,The specific cause of death,,,,,,,Approved
text2sql.LineListCovid,County,County,The County where the facility is located,,,,,,,Approved
text2sql.LineListCovid,Covid19AssessmentDateKey,Covid19AssessmentDateKey,Date when the Covid assessment was done,,,,,,,Approved
text2sql.LineListCovid,DateGivenFirstDoseKey,DateGivenFirstDoseKey,Date of first dose,,,,,,,Approved
text2sql.LineListCovid,DateGivenSecondDoseKey,DateGivenSecondDoseKey,Date of second dose,,,,,,,Approved
text2sql.LineListCovid,EverCOVID19Positive,EverCOVID19Positive,Boolean on whether client has ever tested positive for Covid,,,,,,,Approved
text2sql.LineListCovid,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.LineListCovid,FirstDoseVaccineAdministered,FirstDoseVaccineAdministered,Name of first dose administered,,,,,,,Approved
text2sql.LineListCovid,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.LineListCovid,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.LineListCovid,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.LineListCovid,MissedAppointmentDueToCOVID19,MissedAppointmentDueToCOVID20,Boolean on whether patient missed appointment because of having covid 19 infection,,,,,,,Approved
text2sql.LineListCovid,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.LineListCovid,PatientStatus,PatientStatus,Status of client whether Asymptomatic or Symptomatic,,,,,,,Approved
text2sql.LineListCovid,PatientStatusSinceLastVisit,PatientStatusSinceLastVisit,Status of client whether Asymptomatic or Symptomatic from last visit,,,,,,,Approved
text2sql.LineListCovid,PatientVentilated,PatientVentilated,Boolean on if client was ventilated,,,,,,,Approved
text2sql.LineListCovid,ReceivedCOVID19Vaccine,ReceivedCOVID19Vaccine,Boolean on whether the client recieved covid vaccine,,,,,,,Approved
text2sql.LineListCovid,Screened,Screened,Indicates whether client has a vaccination status or not,,,,,,,Approved
text2sql.LineListCovid,SecondDoseVaccineAdministered,SecondDoseVaccineAdministered,Name of second dose administered,,,,,,,Approved
text2sql.LineListCovid,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.LineListCovid,SupplementalOxygenReceived,SupplementalOxygenReceived,Boolean on if client received supplemental oxygen,,,,,,,Approved
text2sql.LineListCovid,TracingFinalOutcome,TracingFinalOutcome,Status for tracing for the covid client after they missed appointment,,,,,,,Approved
text2sql.LineListCovid,VaccinationStatus,VaccinationStatus,"Status of vaccination of the client e.g. Fully vaccinated, Partially vaccinated",,,,,,,Approved
text2sql.LineListCovid,VaccineVerification,VaccineVerification,Vaccination verifiable using MOH chanjo system sms or any other documentation,,,,,,,Approved
,LineListHTSRiskCategorizationAndTestResults,LineListHTSRiskCategorizationAndTestResults,A client level linelist that contains records on HIVTestcategories and risk score documentation as well as test results,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,AgencyName,AgencyName,The name of the funding body,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,County,County,The County where the facility is located,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,DOB,DOB,Date of birth of the client,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,DoB,DoB,Date of birth of the Patient DDMMYYYY,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,HIVRiskCategory,HIVRiskCategory,"Risk category from the HTS machine learning model e.g, High, Low",,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,HTSResult,HTSResult,Result of HIV test,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,HtsRiskScore,HtsRiskScore,A score generated from the HTS machine learning model to predit the chances of a client turning out positive,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,PatientPKHash,PatientPKHash,Hashed valued of unique client ID in specific facility,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,ReasonRefferredForTesting,ReasonRefferredForTesting,Category for reason client was referred to be tested after eligibility screening,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,ReferredForPreventativeServices,ReferredForPreventativeServices,Indicates whether client recieived PrEP assessment,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,TestDate,TestDate,The date client was tested for HIV,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,VisitDateKey,VisitDateKey,The visit date of the client for HTS eligibility screening,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,latitude,latitude,Latitude value of the facility,,,,,,,Approved
text2sql.LineListHTSRiskCategorizationAndTestResults,longitude,longitude,Longitude value of the facility,,,,,,,Approved
,LineListOTZ,LineListOTZ,A client level linelist containing data on clients enrolled in the  Operational Tripple Zero (OTZ) program and current on treatment,,,,,,,Approved
text2sql.LineListOTZ,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.LineListOTZ,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.LineListOTZ,CompletedTraining,CompletedTraining,Boolean value for if the client completed at least one module previously,,,,,,,Approved
text2sql.LineListOTZ,County,County,The County where the facility is located,,,,,,,Approved
text2sql.LineListOTZ,EligibleVL,EligibleVL,Boolean for if the client is eligible for a viral load,,,,,,,Approved
text2sql.LineListOTZ,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.LineListOTZ,FirstVL,FirstVL,Firt recorded viral load value,,,,,,,Approved
text2sql.LineListOTZ,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.LineListOTZ,HasValidVL,HasValidVL,Does the client have a valid viral load,,,,,,,Approved
text2sql.LineListOTZ,LastVL,LastVL,This is the most current VL for the client,,,,,,,Approved
text2sql.LineListOTZ,LastVisitDateKey,LastVisitDateKey,Date of latest visit for the client,,,,,,,Approved
text2sql.LineListOTZ,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.LineListOTZ,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_Beyond,ModulesCompletedToday_OTZ_Beyond,Boolean value for if the client completed OTZ Beyond module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_Leadership,ModulesCompletedToday_OTZ_Leadership,Boolean value for if the client completed OTZ Leadership module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_MakingDecisions,ModulesCompletedToday_OTZ_MakingDecisions,Boolean value for if the client completed OTZ MakingDecisions module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_Orientation,ModulesCompletedToday_OTZ_Orientation,Boolean value for if the client completed OTZ Orientation module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_Participation,ModulesCompletedToday_OTZ_Participation,Boolean value for if the client completed OTZ Participation module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_SRH,ModulesCompletedToday_OTZ_SRH,Boolean value for if the client completed OTZ SRH module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_Transition,ModulesCompletedToday_OTZ_Transition,Boolean value for if the client completed OTZ Transition module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesCompletedToday_OTZ_TreatmentLiteracy,ModulesCompletedToday_OTZ_TreatmentLiteracy,Boolean value for if the client completed OTZ TreatmentLiteracy module during the last visit,,,,,,,Approved
text2sql.LineListOTZ,ModulesPreviouslyCovered,ModulesPreviouslyCovered,List of modules previously covered by the client,,,,,,,Approved
text2sql.LineListOTZ,NUPI,NUPI,Hashed value of the client's allocated NUPI number,,,,,,,Approved
text2sql.LineListOTZ,OTZEnrollmentDateKey,OTZEnrollmentDateKey,Date of enrollment into OTZ program,,,,,,,Approved
text2sql.LineListOTZ,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.LineListOTZ,PatientIDHash,PatientIDHash,Hashed value of the Patient CCC number,,,,,,,Approved
text2sql.LineListOTZ,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.LineListOTZ,TransferInStatus,TransferInStatus,Boolean value for if the client is a transfer in,,,,,,,Approved
text2sql.LineListOTZ,TransitionAttritionReason,TransitionAttritionReason,Reason for transition or Exit from OTZ support group,,,,,,,Approved
text2sql.LineListOTZ,ValidVLResult,ValidVLResult,"The VL result that is within 12 months from the reporting period taking into account age group validity. ",,,,,,,Approved
text2sql.LineListOTZ,ValidVLResultCategory,ValidVLResultCategory,"The viral load results , categorizations as LDL,High risk LLV, Low risk LLV and unsuppressed",,,,,,,Approved
text2sql.LineListOTZ,patientPKHash,patientPKHash,Hashed valued of unique client ID in specific facility,,,,,,,Approved
text2sql.LineListOTZ,startARTDate,startARTDate,Date client started ART,,,,,,,Approved
,LineListOTZEligibilityAndEnrollments,LineListOTZEligibilityAndEnrollments,"A client level linelist containing data on Operational Tripple Zero(OTZ) eligibility and enrollment for clients between 10 and 24 years as of their last visit.  OTZ clients are clients with OTZEnrollmentdate or Enrolled=1. this table contains information whether a client is on art(ARTOutcomedescription= ACTIVE)/txcurr and their viral loads. Query this table on any questions related to the OTZ clients, do not merge with any other table as it contains all information that can be answered for any OTZ questions. 
Examples of queries you are likely to receive from these table is, 
 1. What is the proportion of enrolled OTZ clients amongst clients receiving ART? hint numerator is 
 2. What proportion of OTZ clients have completed the OTZ traning modules? hint; numerator is CompletedTraining=1, denominator is Enrolled =1
 3. What proportion of OTZ clients have a Valid Viral load? Hint; numerator is HasValidVL=1, denominator is Enrolled =1
 4. What proportion of OTZ clients are virally suppressed?Hint; numerator is ValidVLResultCategory2= LDL or  Low Risk LLV, denominator all, filter to is Enrolled =1 and  HasValidVL=1 
Here is an example query that calculates proportion

 Question:  What is the proportion of enrolled OTZ clients amongst clients receiving ART? 
SQLQUERY: SELECT COUNT(*) AS TotalTXcurr, SUM(CASE WHEN Enrolled = 1 THEN 1 ELSE 0 END) AS TotalOTZClients, (SUM(CASE WHEN Enrolled = 1 THEN 1 ELSE 0 END) * 100.0 / COUNT(*)) AS ProportionOTZClients FROM LineListOTZEligibilityAndEnrollments WHERE ARTOutcomeDescription = 'Active';
",,,,,,,Approved
text2sql.LineListOTZEligibilityAndEnrollments,AgeGroup,AgeGroup,"A 4 year age band from 1 to 64 years categories include 10 to 14, 15 to 19",,,,,,,Approved
text2sql.LineListOTZEligibilityAndEnrollments,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.LineListOTZEligibilityAndEnrollments,CompletedTraining,CompletedTraining,Boolean value for if the client completed at least one Training  module previously.,,,,,,,Approved
text2sql.LineListOTZEligibilityAndEnrollments,County,County,The County where the facility is located,,,,,,,Approved
